Word,Character Count,value
downy,5,81
dowser,6,84
doze,4,50
dozed,5,54
dozen,5,64
dozens,6,83
dozer,5,68
dozing,6,75
drab,4,25
draft,5,49
drafted,7,58
drafting,8,79
drafts,6,68
drafty,6,74
drag,4,30
dragged,7,46
dragging,8,67
dragon,6,59
dragonfly,9,102
dragons,7,78
dragoons,8,93
drags,5,49
drain,5,46
drainage,8,59
drained,7,55
draining,8,76
drainpipe,9,92
drake,5,39
drama,5,37
dramas,6,56
dramatic,8,69
dramatically,12,119
drank,5,48
drape,5,44
draped,6,48
drapes,6,63
drastic,7,74
drastically,11,124
draw,4,46
drawback,8,63
drawer,6,69
drawers,7,88
drawing,7,76
drawings,8,95
drawn,5,60
draws,5,65
drawstring,10,133
dread,5,32
dreaded,7,41
dreadful,8,71
dreading,8,62
dream,5,41
dreamed,7,50
dreamer,7,64
dreamers,8,83
dreaming,8,71
dreamless,9,96
dreams,6,60
dreamt,6,61
dreamy,6,66
dreary,6,71
dreck,5,41
dredge,6,43
dredged,7,47
dredging,8,68
dregs,5,53
dreidel,7,57
dress,5,65
dressed,7,74
dresser,7,88
dresses,7,89
dressing,8,95
dressings,9,114
dressy,6,90
drew,4,50
dribble,7,52
dribbles,8,71
dribbling,9,77
dried,5,40
drier,5,54
dries,5,55
drift,5,57
drifted,7,66
drifter,7,80
drifting,8,87
driftwood,9,114
drill,5,55
drilled,7,64
drilling,8,85
drink,5,56
drinker,7,79
drinkers,8,98
drinking,8,86
drinks,6,75
drip,4,47
dripped,7,72
dripping,8,93
drippy,6,88
drips,5,66
drive,5,58
drivel,6,70
driven,6,72
driver,6,76
drivers,7,95
drives,6,77
driveway,8,107
driveways,9,126
driving,7,83
droll,5,61
drone,5,56
drones,6,75
drool,5,64
drooled,7,73
drooling,8,94
drools,6,83
droop,5,68
droopy,6,93
drop,4,53
dropout,7,109
dropped,7,78
dropper,7,92
dropping,8,99
droppings,9,118
drops,5,72
drosophila,10,117
drought,7,93
drove,5,64
droves,6,83
drown,5,74
drowned,7,83
drowning,8,104
drowsy,6,104
drudge,6,59
drug,4,50
drugged,7,66
drugging,8,87
druggist,8,105
drugs,5,69
drugstore,9,127
drum,4,56
drummed,7,78
drummer,7,92
drumming,8,99
drums,5,75
drumstick,9,118
drumsticks,10,137
drunk,5,68
drunkard,8,91
drunken,7,87
drunks,6,87
druthers,8,113
dry,3,47
dryer,5,70
dryers,6,89
drying,6,77
drywall,7,95
dual,4,38
duality,7,92
dub,3,27
dubbed,6,38
dubious,7,91
duce,4,33
duchess,7,79
duck,4,39
ducked,6,48
ducking,7,69
duckling,8,81
ducks,5,58
ducky,5,64
duct,4,48
ducts,5,67
dud,3,29
dude,4,34
dudes,5,53
duds,4,48
due,3,30
duel,4,42
dueling,7,72
dues,4,49
duet,4,50
duff,4,37
duffel,6,54
duffle,6,54
dug,3,32
dugout,6,88
dui,3,34
duke,4,41
dukes,5,60
dulcet,6,65
dull,4,49
dullard,7,72
dulled,6,58
dullest,7,93
dullness,8,106
duly,4,62
dumb,4,40
dumber,6,63
dumbest,7,84
dumdum,6,76
dummies,7,84
dummkopf,8,99
dummy,5,76
dump,4,54
dumped,6,63
dumper,6,77
dumping,7,84
dumpling,8,96
dumplings,9,115
dumps,5,73
dun,3,39
dunes,5,63
dung,4,46
dungeon,7,80
dunk,4,50
dunked,6,59
dunking,7,80
dunks,5,69
duo,3,40
duped,5,50
duplex,6,82
duplicate,9,91
durable,7,63
duration,8,102
duress,6,86
during,6,73
durned,6,66
dusk,4,55
dusky,5,80
dust,4,64
dusted,6,73
dusting,7,94
dusty,5,89
dutch,5,56
duties,6,78
dutiful,7,93
duty,4,70
duvet,5,72
dwarf,5,52
dwarfs,6,71
dwarves,7,92
dweeb,5,39
dwell,5,56
dweller,7,79
dwellers,8,98
dwelling,8,86
dwells,6,75
dwindling,9,96
dye,3,34
dyed,4,38
dyeing,6,64
dyer,4,52
dying,5,59
dyke,4,45
dykes,5,64
dynamic,7,69
dynamics,8,88
dynamite,8,91
dynamo,6,72
dynasty,7,108
dysentery,9,135
dysfunction,11,150
dysfunctional,13,163
each,4,17
eager,5,36
eagerly,7,73
eagle,5,30
eagles,6,49
ear,3,24
earful,6,63
earl,4,36
earlier,7,68
earliest,8,89
earlobe,7,58
earlobes,8,77
early,5,61
earmarked,9,76
earmarks,8,86
earn,4,38
earned,6,47
earnest,7,82
earning,7,68
earns,5,57
earphones,9,101
earpiece,8,62
earplugs,8,99
earring,7,72
earrings,8,91
ears,4,43
earshot,7,86
earth,5,52
earthlings,10,113
earthly,7,89
earthquake,10,107
earthquakes,11,126
earthy,6,77
earwig,6,63
ease,4,30
easel,5,42
eases,5,49
easier,6,57
easiest,7,78
easily,6,71
easing,6,55
east,4,45
eastbound,9,101
easter,6,68
eastern,7,82
easy,4,50
easygoing,9,102
eat,3,26
eaten,5,45
eater,5,49
eaters,6,68
eating,6,56
eats,4,45
eaves,5,52
eavesdrop,9,105
eavesdropped,12,130
eavesdropping,13,151
ebb,3,9
ebony,5,61
eccentric,9,80
eccentricities,14,142
echelon,7,62
echo,4,31
echoes,6,55
eclectic,8,60
eclipse,7,69
ecological,10,82
economic,8,77
economical,10,90
economically,12,127
economics,9,96
economy,7,90
ecosystem,9,124
ecstasy,7,92
ecstatic,8,80
ectopic,7,71
ectoplasm,9,104
ecumenical,10,86
eczema,6,53
ed,2,9
eddy,4,38
edema,5,28
edge,4,21
edged,5,25
edges,5,40
edgewise,8,77
edging,6,46
edgy,4,41
edible,6,37
edict,5,41
edit,4,38
edited,6,47
editing,7,68
edition,7,76
editor,6,71
editorial,9,93
editorials,10,112
editors,7,90
edits,5,57
educate,7,59
educated,8,63
educating,9,84
education,9,92
educational,11,105
educator,8,87
educators,9,106
eel,3,22
eels,4,41
eerie,5,42
eerily,6,74
effacing,8,51
effect,6,45
effected,8,54
effecting,9,75
effective,9,81
effectively,11,118
effectiveness,13,138
effects,7,64
effeminate,10,84
efficiency,10,85
efficient,9,77
efficiently,11,114
effort,6,70
effortless,10,125
efforts,7,89
egg,3,19
egghead,7,37
egging,6,49
eggnog,6,55
eggplant,8,82
eggs,4,38
eggshell,8,75
eggshells,9,94
ego,3,27
egocentric,10,99
egomaniac,9,68
egomaniacal,11,81
egos,4,46
egotistical,11,120
egregious,9,106
egyptian,8,97
eh,2,13
eight,5,49
eighteen,8,73
eighteenth,10,101
eighth,6,57
eighties,8,82
eights,6,68
eighty,6,74
einstein,8,95
either,6,65
ejaculate,9,78
eject,5,43
ejection,8,81
eking,5,46
el,2,17
elaborate,9,79
elapsed,7,62
elastic,7,69
elated,6,47
elbow,5,57
elbows,6,76
elder,5,44
elderly,7,81
elders,6,63
eldest,6,65
elect,5,45
elected,7,54
electing,8,75
election,8,83
elections,9,102
elective,8,81
electoral,9,91
electorate,10,104
electric,8,75
electrical,10,88
electrician,11,99
electricians,12,118
electricity,11,129
electrified,11,96
electro,7,78
electrocute,11,127
electrocuted,12,131
electrodes,10,106
electrolyte,11,140
electrolytes,12,159
electronic,10,104
electronically,14,154
electronics,11,123
electrons,9,111
electroshock,12,134
elegance,8,52
elegant,7,64
element,7,74
elemental,9,87
elementary,10,118
elements,8,93
elephant,8,81
elephants,9,100
elevate,7,70
elevated,8,74
elevates,8,89
elevation,9,103
elevator,8,98
elevators,9,117
eleven,6,63
eleventh,8,91
elf,3,23
elicit,6,58
eligible,8,61
eliminate,9,88
eliminated,10,92
eliminates,10,107
eliminating,11,113
elimination,11,121
elite,5,51
elitist,7,94
elixir,6,77
elk,3,28
elks,4,47
ell,3,29
elliptical,10,99
elm,3,30
elms,4,49
elope,5,53
eloped,6,57
eloping,7,78
eloquence,9,97
eloquent,8,109
eloquently,10,146
else,4,41
elsewhere,9,100
elude,5,47
eluded,6,51
eludes,6,66
elusive,7,93
elves,5,63
em,2,18
emanates,8,78
emancipated,11,91
emancipation,12,120
embalmed,8,55
embalming,9,76
embankment,10,98
embark,6,50
embarked,8,59
embarking,9,80
embarrass,9,96
embarrassed,11,105
embarrasses,11,120
embarrassing,12,126
embarrassingly,14,163
embarrassment,13,148
embassies,9,92
embassy,7,84
embedded,8,42
embellished,11,94
ember,5,43
embezzle,8,94
embezzled,9,98
embezzlement,12,146
embezzler,9,112
embezzling,10,119
embittered,10,101
emblem,6,50
embodied,8,57
embody,6,64
embossed,8,82
embrace,7,47
embraced,8,51
embraces,8,66
embracing,9,72
embroidered,11,98
embroiled,9,83
embryo,6,78
emerald,7,58
emeralds,8,77
emerge,6,53
emerged,7,57
emergencies,11,103
emergency,9,95
emerges,7,72
emery,5,66
eminence,8,68
eminent,7,80
eminently,9,117
emission,8,103
emissions,9,122
emit,4,47
emotion,7,91
emotional,9,104
emotionally,11,141
emotions,8,110
empathic,8,75
empathy,7,88
emperor,7,90
emperors,8,109
emphasis,8,90
emphasize,9,102
emphasized,10,106
emphatic,8,75
emphatically,12,125
empire,6,66
empirical,9,86
employ,6,86
employed,8,95
employee,8,96
employees,9,115
employer,8,109
employers,9,128
employing,9,116
employment,10,138
emporium,8,110
empowered,9,104
empowerment,11,147
empress,7,95
emptied,7,72
empties,7,87
emptiness,9,120
empty,5,79
emptying,8,109
ems,3,37
emulating,9,102
en,2,19
enable,6,39
enabled,7,43
enables,7,58
enabling,8,64
enact,5,43
enacted,7,52
enamel,6,50
enamored,8,75
encephalitis,12,121
enchant,7,65
enchanted,9,74
enchanting,10,95
enchantment,11,117
encinas,7,65
enclosed,8,77
encoded,7,50
encore,6,60
encounter,9,115
encountered,11,124
encounters,10,134
encourage,9,89
encouraged,10,93
encouragement,13,141
encourages,10,108
encouraging,11,114
encrusted,9,109
encrypted,9,110
encryption,10,139
encyclopedia,12,112
encyclopedias,13,131
end,3,23
endanger,8,68
endangered,10,77
endangering,11,98
endangerment,12,120
endear,6,47
endearing,9,77
endeavor,8,84
endeavors,9,103
endeavour,9,105
ended,5,32
ending,6,53
endings,7,72
endive,6,59
endless,7,78
endlessly,9,115
endorphins,10,122
endorse,7,80
endorsement,11,132
endorsements,12,151
endorsing,9,105
endowment,9,113
ends,4,42
endurance,9,85
endure,6,67
endured,7,71
enduring,8,92
enema,5,38
enemies,7,70
enemy,5,62
energized,9,93
energy,6,74
enforce,7,66
enforced,8,70
enforcement,11,118
enforcer,8,84
enforcing,9,91
eng,3,26
engage,6,39
engaged,7,43
engagement,10,91
engagements,11,110
engages,7,58
engaging,8,64
engine,6,54
engineer,8,77
engineered,10,86
engineering,11,107
engineers,9,96
engines,7,73
english,7,74
engraved,8,76
engraving,9,97
engrossed,9,106
engrossing,10,127
engulfed,8,74
enhance,7,50
enhanced,8,54
enhancements,12,121
enhancer,8,68
enhances,8,69
enigma,6,49
enjoy,5,69
enjoyable,9,89
enjoyed,7,78
enjoying,8,99
enjoyment,9,121
enjoys,6,88
enlarged,8,66
enlighten,9,94
enlightened,11,103
enlightenment,13,146
enlist,6,79
enlisted,8,88
enlisting,9,109
ennui,5,63
enormity,8,119
enormous,8,120
enormously,10,157
enough,6,70
enquiries,9,117
enrage,6,50
enraged,7,54
enrich,6,57
enriched,8,66
enriching,9,87
enrolled,8,85
enrolling,9,106
enrollment,10,128
ensconced,9,82
ensemble,8,75
ensign,6,68
enslave,7,78
enslaved,8,82
ensue,5,64
ensued,6,68
ensuing,7,89
ensure,6,82
ensuring,8,107
entail,6,61
entails,7,80
entanglements,13,149
enter,5,62
entered,7,71
entering,8,92
enterprise,10,129
enterprises,11,148
enterprising,12,154
enters,6,81
entertain,9,106
entertained,11,115
entertainer,11,129
entertaining,12,136
entertainment,13,158
enthralled,10,99
enthused,8,96
enthusiasm,10,129
enthusiast,10,136
enthusiastic,12,148
entice,6,56
enticed,7,60
entire,6,71
entirely,8,108
entirety,8,116
entities,8,101
entitle,7,85
entitled,8,89
entitles,8,104
entity,6,93
entomologist,12,164
entomology,10,141
entourage,9,106
entrails,8,98
entrance,8,80
entrances,9,99
entrapment,10,126
entree,6,67
entrenched,10,96
entrepreneur,12,159
entrepreneurial,15,181
entries,7,90
entrust,7,117
entrusted,9,126
entry,5,82
entwined,8,94
envelope,8,94
envelopes,9,113
envied,6,59
envious,7,105
environment,11,149
environmental,13,162
environmentalist,16,210
envision,8,107
envisioned,10,116
envoy,5,81
envy,4,66
enzyme,6,88
ephemeral,9,83
epic,4,33
epidemic,8,64
epidural,8,86
epilepsy,8,107
epileptic,9,95
epinephrine,11,119
epiphany,8,94
episode,7,73
episodes,8,92
epizootics,10,137
epoxy,5,85
epsilon,7,90
equal,5,56
equality,8,110
equally,7,93
equals,6,75
equation,8,102
equator,7,97
equestrian,10,129
equilibrium,11,136
equinox,7,105
equipment,9,120
equipped,8,93
equitable,9,92
equity,6,97
equivalent,10,126
er,2,23
era,3,24
erase,5,48
erased,6,52
eraser,6,66
erasers,7,85
erases,6,67
erasing,7,73
ere,3,28
erect,5,51
erection,8,89
ergo,4,45
erica,5,36
erode,5,47
eroding,7,72
erogenous,9,119
eros,4,57
erosion,7,95
erotic,6,70
err,3,41
errand,6,60
errands,7,79
errant,6,76
erratic,7,74
erratically,11,124
erred,5,50
erroneous,9,130
error,5,74
errors,6,93
ers,3,42
erupt,5,80
eruption,8,118
es,2,24
escalated,9,70
escalating,10,91
escalator,9,94
escapade,8,54
escapades,9,73
escape,6,49
escaped,7,53
escapee,7,54
escapes,7,68
escaping,8,74
escargot,8,88
escort,6,80
escorted,8,89
escorts,7,99
esophagus,9,111
esoteric,8,94
especially,10,107
espionage,9,91
espresso,8,116
espressos,9,135
ess,3,43
essay,5,69
essays,6,88
essence,7,70
essential,9,104
essentially,11,141
establish,9,95
established,11,104
establishes,11,119
establishing,12,125
establishment,13,147
establishments,14,166
estate,6,70
esteem,6,67
esteemed,8,76
ester,5,67
estimate,8,92
estimated,9,96
estimates,9,111
estimating,10,117
estimation,10,125
estranged,9,93
estrogen,8,103
et,2,25
eta,3,26
etcetera,8,77
etched,6,45
eternal,7,75
eternally,9,112
eternity,8,116
eth,3,33
ethanol,7,75
ether,5,56
ethic,5,45
ethical,7,58
ethically,9,95
ethics,6,64
ethnic,6,59
ethnicity,9,113
ethyl,5,70
etiquette,9,122
eucalyptus,10,143
eugenia,7,62
eulogy,6,85
eunuch,6,72
euphemism,9,109
euphemisms,10,128
euphoric,8,95
euro,4,59
euros,5,78
euthanasia,10,99
evacuate,8,78
evacuated,9,82
evacuating,10,103
evacuation,10,111
evade,5,37
evaluate,8,87
evaluated,9,91
evaluating,10,112
evaluation,10,120
evaluations,11,139
evangelical,11,91
evaporate,9,103
evaporated,10,107
evasions,8,104
evasive,7,83
eve,3,32
even,4,46
evening,7,76
evenings,8,95
evenly,6,83
evens,5,65
event,5,66
eventful,8,105
events,6,85
eventual,8,100
eventuality,11,154
eventually,10,137
ever,4,50
everglades,10,98
everlasting,11,132
every,5,75
everybody,9,121
everyday,8,105
everyman,8,103
everyone,8,109
everything,10,133
everywhere,10,134
eves,4,51
evict,5,59
evicted,7,68
evidence,8,67
evidenced,9,71
evident,7,79
evidently,9,116
evil,4,48
evils,5,67
eviscerate,10,107
eviscerated,11,111
evocative,9,102
evoked,6,62
evolution,9,133
evolutionary,12,177
evolve,6,81
evolved,7,85
evolving,8,106
ewe,3,33
ex,2,29
exacerbate,10,84
exact,5,53
exacting,8,83
exactly,7,90
exaggerate,10,93
exaggerated,11,97
exaggerating,12,118
exaggeration,12,126
exalted,7,71
exam,4,43
examination,11,125
examine,7,71
examined,8,75
examiner,8,89
examining,9,96
example,7,76
examples,8,95
exams,5,62
exasperated,11,118
exasperating,12,139
exceed,6,46
exceeded,8,55
exceeding,9,76
exceedingly,11,113
exceeds,7,65
excel,5,49
excellence,10,88
excellency,10,108
excellent,9,100
excels,6,68
except,6,73
excepted,8,82
exception,9,111
exceptional,11,124
exceptionally,13,161
exceptions,10,130
excess,6,75
excesses,8,99
excessive,9,111
excessively,11,148
exchange,8,67
exchanged,9,71
exchanges,9,86
exchanging,10,92
excite,6,66
excited,7,70
excitement,10,118
excites,7,85
exciting,8,91
exclamation,11,117
excluded,8,78
excludes,8,93
excluding,9,99
exclusion,9,122
exclusive,9,120
exclusively,11,157
excommunicated,14,150
excruciating,12,134
exculpatory,11,160
excursion,9,128
excursions,10,147
excuse,6,77
excused,7,81
excuses,7,96
excusing,8,102
execs,5,56
execute,7,83
executed,8,87
executing,9,108
execution,9,116
executioner,11,139
executions,10,135
executive,9,114
executives,10,133
executor,8,111
exemplary,9,119
exempt,6,83
exemption,9,121
exemptions,10,140
exercise,8,88
exercises,9,107
exercising,10,113
exerting,8,102
exertion,8,110
exes,4,53
exfoliate,9,97
exhale,6,55
exhaust,7,98
exhausted,9,107
exhausting,10,128
exhaustion,10,136
exhaustive,10,134
exhausts,8,117
exhibit,7,77
exhibited,9,86
exhibiting,10,107
exhibition,10,115
exhibits,8,96
exhilarated,11,107
exhilarating,12,128
exhilaration,12,136
exhumation,10,130
exhume,6,76
exhumed,7,80
exigent,7,84
exile,5,55
exiled,6,59
exiles,6,74
exist,5,77
existed,7,86
existence,9,104
existent,8,116
existential,11,138
existentialist,14,186
existing,8,107
exists,6,96
exit,4,58
exited,6,67
exiting,7,88
exits,5,77
exodus,6,88
exonerate,9,107
exonerated,10,111
exorbitant,10,128
exorcise,8,98
exorcism,8,106
exorcist,8,113
exotic,6,76
expand,6,64
expanded,8,73
expanding,9,94
expands,7,83
expansion,9,117
expect,6,73
expectancy,10,116
expectation,11,132
expectations,12,151
expected,8,82
expecting,9,103
expects,7,92
expedient,9,102
expedite,8,88
expedited,9,92
expedition,10,121
expel,5,62
expelled,8,83
expelling,9,104
expendable,10,88
expenditure,11,141
expenditures,12,160
expense,7,88
expenses,8,107
expensive,9,119
experience,10,104
experienced,11,108
experiences,11,123
experiencing,12,129
experiment,10,129
experimental,12,142
experimentation,15,188
experimented,12,138
experimenting,13,159
experiments,11,148
expert,6,88
expertise,9,121
experts,7,107
expiration,10,131
expired,7,81
expires,7,96
explain,7,81
explained,9,90
explaining,10,111
explains,8,100
explanation,11,131
explanations,12,150
explanatory,11,151
explicit,8,98
explicitly,10,135
explode,7,81
exploded,8,85
explodes,8,100
exploding,9,106
exploit,7,101
exploitation,12,160
exploited,9,110
exploiting,10,131
exploration,11,149
exploratory,11,169
explore,7,95
explored,8,99
explorer,8,113
explorers,9,132
exploring,9,120
explosion,9,129
explosions,10,148
explosive,9,127
explosives,10,146
exponential,11,135
export,6,98
exporter,8,121
exporting,9,128
exports,7,117
expose,6,84
exposed,7,88
exposes,7,103
exposing,8,109
exposure,8,123
express,7,106
expressed,9,115
expresses,9,130
expressing,10,136
expression,10,144
expressions,11,163
expressive,10,142
expressly,9,143
expulsion,9,135
expunged,8,96
exquisite,9,129
exquisitely,11,166
extend,6,72
extended,8,81
extending,9,102
extension,9,125
extensions,10,144
extensive,9,123
extent,6,88
extenuating,11,140
exterior,8,114
exterminate,11,134
exterminated,12,138
exterminating,13,159
extermination,13,167
exterminator,12,162
external,8,99
extinct,7,95
extinction,10,133
extinguish,10,136
extinguished,12,145
extinguisher,12,159
extort,6,102
extorted,8,111
extorting,9,132
extortion,9,140
extortionist,12,188
extra,5,68
extract,7,91
extracted,9,100
extracting,10,121
extraction,10,129
extracts,8,110
extracurricular,15,192
extracurriculars,16,211
extradite,9,106
extradited,10,110
extradition,11,139
extramarital,12,142
extraordinaire,14,161
extraordinarily,15,193
extraordinary,13,172
extras,6,87
extraterrestrial,16,213
extraterrestrials,17,232
extravagant,11,133
extravaganza,12,140
extreme,7,90
extremely,9,127
extremes,8,109
extremism,9,126
extremists,10,152
extremities,11,147
extricate,9,105
eye,3,35
eyeball,7,62
eyeballs,8,81
eyebrow,7,93
eyebrows,8,112
eyed,4,39
eyeful,6,74
eyeing,6,65
eyelash,7,75
eyelashes,9,99
eyelids,7,79
eyeliner,8,93
eyes,4,54
eyesight,8,98
eyesore,7,92
eyewitness,10,144
eyewitnesses,12,168
eyre,4,53
fa,2,7
fable,5,26
fabled,6,30
fabric,6,39
fabricate,9,65
fabricated,10,69
fabrication,11,98
fabulous,8,97
fabulously,10,134
face,4,15
faced,5,19
facedown,8,71
faceless,8,70
faces,5,34
facet,5,35
facetious,9,99
facets,6,54
facial,6,32
facials,7,51
facilitate,10,86
facilitated,11,90
facilities,10,93
facility,8,85
facing,6,40
fact,4,30
factions,8,87
factoid,7,58
factor,6,63
factories,9,96
factoring,9,93
factors,7,82
factory,7,88
facts,5,49
factual,7,64
faculties,9,96
faculty,7,88
fad,3,11
fade,4,16
faded,5,20
fades,5,35
fading,6,41
fads,4,30
fag,3,14
faggot,6,56
faggots,7,75
faggy,5,46
fags,4,33
fail,4,28
failed,6,37
failing,7,58
failings,8,77
fails,5,47
failure,7,72
failures,8,91
faint,5,50
fainted,7,59
fainter,7,73
faintest,8,94
fainting,8,80
fair,4,34
fairer,6,57
fairest,7,78
fairgrounds,11,132
fairies,7,67
fairly,6,71
fairness,8,91
fairway,7,83
fairy,5,59
faith,5,44
faithful,8,83
faithfulness,12,140
faithless,9,99
fajita,6,47
fake,4,23
faked,5,27
faking,6,48
falafel,7,43
falcon,6,51
fall,4,31
fallacy,7,60
fallback,8,48
fallen,6,50
fallible,8,59
falling,7,61
fallout,7,87
fallow,6,69
falls,5,50
false,5,43
falsely,7,80
falsify,7,78
faltered,8,71
fame,4,25
famed,5,29
familial,8,63
familiar,8,69
familiarize,11,109
familiars,9,88
families,8,74
family,6,66
famine,6,48
famished,8,65
famous,6,75
famously,8,112
fan,3,21
fanatic,7,54
fanaticism,10,95
fanatics,8,73
fancied,7,42
fanciful,8,72
fancy,5,49
fanfare,7,51
fang,4,28
fangs,5,47
fanning,7,65
fanny,5,60
fans,4,40
fantabulous,11,132
fantasies,9,94
fantasize,9,101
fantasized,10,105
fantasizing,11,126
fantastic,9,93
fantastically,13,143
fantasy,7,86
fantasyland,11,117
far,3,25
faraway,7,75
farce,5,33
fare,4,30
fared,5,34
farewell,8,82
farewells,9,101
farina,6,49
farm,4,38
farmer,6,61
farmers,7,80
farmhouse,9,106
farmland,8,69
farms,5,57
farrow,6,81
fart,4,45
farted,6,54
farther,7,76
farthing,8,83
farts,5,64
fascinate,9,78
fascinated,10,82
fascinating,11,103
fascination,11,111
fascism,7,70
fascist,7,77
fashion,7,72
fashionably,11,112
fashioned,9,81
fashions,8,91
fast,4,46
fastball,8,73
fasten,6,65
fastened,8,74
faster,6,69
fastest,7,90
fasting,7,76
fat,3,27
fatal,5,40
fatalities,10,102
fatality,8,94
fate,4,32
fates,5,51
father,6,58
fathered,8,67
fatherhood,10,100
fathering,9,88
fatherly,8,95
fathers,7,77
fathom,6,63
fatigue,7,69
fatigues,8,88
fatso,5,61
fatten,6,66
fattening,9,96
fattest,7,91
fatty,5,72
faucet,6,56
faucets,7,75
fault,5,60
faults,6,79
faulty,6,85
faun,4,42
fauna,5,43
faux,4,52
